"","Scientific.Name.x.x","Federal.Listing.Status.x.x.x","Year.listed.x.x","Common.name.x.x","Species.Group.x.x","Regions.of.Occurrence.x.x","U.S..or.Foreign.Listed.x.x","Vertebrate.invertebrate.plant.x.x","hab.x.x","over.x.x","poll.x.x","spsp.x.x","env.x.x","demo.x.x","total.x.x","threats.addressed.by.conservation.x.x","threats.addressed.by.regulation..1...yes..0...no..x.x","counties_fips_final.x","area.x","area_weighted_footprint_2009","area_weighted_footprint_1993","area_weighted_built2009","area_weighted_built1994","area_weighted_crops2005","area_weighted_crops1992","area_weighted_navwater2009","area_weighted_navwater1994","area_weighted_lights2009","area_weighted_lights1994","area_weighted_pasture2009","area_weighted_pasture1993","area_weighted_pop2010","area_weighted_pop1990","change_footprint_area_weighted","change_built_area_weighted","change_navwater_area_weighted","change_lights_area_weighted","change_pasture_area_weighted","change_population_area_weighted","counties_missing_nass","landvalue","missingemploymentvalues","missingcounties","totalemployment","employmentsumrelevant","employmentconstruction","employmentforest","employmentmining","employmentcounties","employmentfarm","percapitaincome","incomerelevant","incomeconstruct","incomeforest","incomemining","incomefarm","incomemissingentries","missingcounties_income"
"569","Pseudanophthalmus holsingeri","Precluded",2005,"Holsinger's Cave Beetle","Insects","5","US","I",1,0,1,0,0,0,2,"Habitat modification and pollution","0","51105",1127622408,9.02008213237324,9.14928567493911,0.106194690265487,0.256637168141593,0,0,0,0,0.835398230088496,0.858407079646018,0.112389380530973,0.111504424778761,3.96814159292035,3.92477876106195,-0.12920354256587,-0.150442477876106,0,-0.023008849557522,0.000884955752211994,0.0433628318583996,0,2741,0,0,8267,1850,538,75,284,NA,953,23736,31535,15245,1392,18793,-3895,0,0
"570","Pseudanophthalmus inexpectatus","Precluded",2007,"Surprising Cave beetle","Insects","4","US","I",1,0,0,0,0,0,1,NA,"1","21053, 21003, 21231, 21209, 21061, 21001, 21077, 21097, 21017, 21193, 21055, 21119, 21127, 21175, 21177, 21087, 21237, 21201, 21129, 21117, 21151, 21159, 21189, 21051, 21095, 21063, 21067, 21091, 21059, 21197, 21083, 21113, 21171, 21081, 21217, 21089, 21101, 21141, 21031, 21071, 21021, 21065, 21029, 21015, 21229, 21039, 21235, 21183, 21161, 21023, 21043, 21107, 21013, 21195, 21025, 21227, 21105, 21145, 21225, 21131, 21143, 21121, 21035, 21109, 21007, 21103, 21167, 21135, 21221, 21157, 21099, 21137, 21199, 21037, 21057, 21125, 21085, 21153, 21173, 21123, 21139, 21211, 21219, 21027, 21213, 21205, 21041, 21111, 21075, 21093, 21047, 21005, 21185, 21203, 21223, 21009, 21147, 21191, 21215, 21133, 21049, 21239, 21149, 21073, 21165, 21155, 21069, 21033, 21079, 21045, 21169, 21207, 21163, 21179, 21187, 21011, 21181, 21019, 21115, 21233",102266092821,11.3092438225284,11.2679581932145,0.848555626026295,1.01060923706747,0.232080635711588,0.0952184963789643,0.214605732865154,0.214605732865154,1.69570559197622,1.82686664777339,0.00351222934271527,0.00326307044959098,4.06405266728258,3.86666366881299,0.0412856293138724,-0.162053611041179,0,-0.131161055797178,0.000249158893124294,0.197388998469598,0,2507.64380155519,163,0,22226.7807037352,2200.43951334689,1205.82456646912,47.4472873278445,260.954479566584,NA,686.213179983342,26641.3677449896,73868.9384928109,48238.9164251185,1181.75502358288,16827.7578970151,7620.50914709443,163,0
"571","Pseudanophthalmus major","Precluded",2006,"Beaver Cave beetle","Insects","4","US","I",1,0,1,0,0,0,2,"Habitat modification","1","21053, 21003, 21231, 21209, 21061, 21001, 21077, 21097, 21017, 21193, 21055, 21119, 21127, 21175, 21177, 21087, 21237, 21201, 21129, 21117, 21151, 21159, 21189, 21051, 21095, 21063, 21067, 21091, 21059, 21197, 21083, 21113, 21171, 21081, 21217, 21089, 21101, 21141, 21031, 21071, 21021, 21065, 21029, 21015, 21229, 21039, 21235, 21183, 21161, 21023, 21043, 21107, 21013, 21195, 21025, 21227, 21105, 21145, 21225, 21131, 21143, 21121, 21035, 21109, 21007, 21103, 21167, 21135, 21221, 21157, 21099, 21137, 21199, 21037, 21057, 21125, 21085, 21153, 21173, 21123, 21139, 21211, 21219, 21027, 21213, 21205, 21041, 21111, 21075, 21093, 21047, 21005, 21185, 21203, 21223, 21009, 21147, 21191, 21215, 21133, 21049, 21239, 21149, 21073, 21165, 21155, 21069, 21033, 21079, 21045, 21169, 21207, 21163, 21179, 21187, 21011, 21181, 21019, 21115, 21233",102266092821,11.3092438225284,11.2679581932145,0.848555626026295,1.01060923706747,0.232080635711588,0.0952184963789643,0.214605732865154,0.214605732865154,1.69570559197622,1.82686664777339,0.00351222934271527,0.00326307044959098,4.06405266728258,3.86666366881299,0.0412856293138724,-0.162053611041179,0,-0.131161055797178,0.000249158893124294,0.197388998469598,0,2507.64380155519,163,0,22226.7807037352,2200.43951334689,1205.82456646912,47.4472873278445,260.954479566584,NA,686.213179983342,26641.3677449896,73868.9384928109,48238.9164251185,1181.75502358288,16827.7578970151,7620.50914709443,163,0
"572","Pseudanophthalmus pholeter","Precluded",2005,"Greater Adams Cave beetle","Insects","4","US","I",1,0,0,0,0,0,1,"Habitat modification","0","21053, 21003, 21231, 21209, 21061, 21001, 21077, 21097, 21017, 21193, 21055, 21119, 21127, 21175, 21177, 21087, 21237, 21201, 21129, 21117, 21151, 21159, 21189, 21051, 21095, 21063, 21067, 21091, 21059, 21197, 21083, 21113, 21171, 21081, 21217, 21089, 21101, 21141, 21031, 21071, 21021, 21065, 21029, 21015, 21229, 21039, 21235, 21183, 21161, 21023, 21043, 21107, 21013, 21195, 21025, 21227, 21105, 21145, 21225, 21131, 21143, 21121, 21035, 21109, 21007, 21103, 21167, 21135, 21221, 21157, 21099, 21137, 21199, 21037, 21057, 21125, 21085, 21153, 21173, 21123, 21139, 21211, 21219, 21027, 21213, 21205, 21041, 21111, 21075, 21093, 21047, 21005, 21185, 21203, 21223, 21009, 21147, 21191, 21215, 21133, 21049, 21239, 21149, 21073, 21165, 21155, 21069, 21033, 21079, 21045, 21169, 21207, 21163, 21179, 21187, 21011, 21181, 21019, 21115, 21233",102266092821,11.3092438225284,11.2679581932145,0.848555626026295,1.01060923706747,0.232080635711588,0.0952184963789643,0.214605732865154,0.214605732865154,1.69570559197622,1.82686664777339,0.00351222934271527,0.00326307044959098,4.06405266728258,3.86666366881299,0.0412856293138724,-0.162053611041179,0,-0.131161055797178,0.000249158893124294,0.197388998469598,0,2507.64380155519,163,0,22226.7807037352,2200.43951334689,1205.82456646912,47.4472873278445,260.954479566584,NA,686.213179983342,26641.3677449896,73868.9384928109,48238.9164251185,1181.75502358288,16827.7578970151,7620.50914709443,163,0
"588","Pyrgulopsis morrisoni","Precluded",2015,"Page springsnail","Snails","2","US","I",1,0,0,1,0,1,3,"Habitat modification, species-species interactions","1","04025",21039796372,4.18150197807052,3.5887709217394,0.190715063177322,0.161374284226965,0.282901897685864,0.00828167147792343,0,0,0.339027968387677,0.272821920401306,0.534049500733519,0.567128862808197,1.55392551228054,1.29828214471629,0.592731056331119,0.029340778950357,0,0.066206047986371,-0.033079362074678,0.25564336756425,0,1779,0,0,98495,13230,10729,308,1544,NA,649,30284,496490,409141,2019,74977,10353,0,0
"589","Pyrgulopsis notidicola","Precluded",2012,"Elongate mud meadows Springsnail","Snails","8","US","I",1,0,0,1,0,0,2,"Habitat modification, species-species interaction","1","32013",24969533279,3.26382900358699,3.1314678376775,0.0439472632840591,0.0759089093088294,0.243308030363564,0.00894926088693568,0,0,0.0886536156612066,0.128885337594886,1.94174990011986,1.99876148621654,0.138793447862565,0.111586096683979,0.132361165909491,-0.0319616460247703,0,-0.0402317219336794,-0.0570115860966802,0.027207351178586,0,577,1,0,9743,2228,534,0,1479,NA,215,33561,154114,29175,0,113517,11422,1,0
"605","Rorippa subumbellata","Precluded",2015,"Tahoe yellow cress","Flowering Plants","8","US","P",1,0,0,0,0,0,1,"None","1","32031, 06061, 32510, 32005, 06017",26603473882,6.81088299246024,6.06243414584829,0.686485991807163,0.698711546819519,0.0371628877234344,0.0260226448144474,0,0,1.0241534371414,1.02282252573603,1.0952491742458,1.10132713074157,2.34009351654214,1.58581230882401,0.748448846611957,-0.0122255550123559,0,0.00133091140536523,-0.0060779564957707,0.754281207718124,0,3783.04748929074,4,0,219166.538799461,21416.9872936951,19643.5853158914,304.500062142448,867.739367845389,NA,601.162547815867,46426.5121325345,1354362.36805583,1302616.33045774,5052.44921029569,44643.5144518551,2050.07393594024,4,0
"611","Sceloporus arenicolus","Precluded",2012,"Dunes sagebrush lizard","Reptiles","2","US","V",1,0,1,0,1,0,3,"none","0","48495, 48079, 35015, 48165, 35005, 35025, 48103, 48475, 48003, 35041, 48501",62472327673,5.46978012022548,5.13486539603431,0.166088114133519,0.222511333417021,0.249822148400535,0.021494229864961,0,0,0.38705037689274,0.408773194954699,2.21645309919651,2.25622407045368,0.861614411234144,0.637110594330369,0.334914724191175,-0.056423219283502,0,-0.0217228180619597,-0.0397709712571692,0.224503816903775,0,401.81597563553,6,0,21268.7633710868,4702.29521515482,1425.56627788022,190.978333703571,2650.41369770227,NA,435.336905868758,31141.7677142769,309059.547121563,59898.4837765619,4990.83249161275,179411.883782997,64758.3470703913,6,0
"638","Sidalcea covillei","Precluded",1996,"Owens Valley checkermallow","Flowering Plants","8","US","P",1,0,0,1,0,0,2,NA,"0","06091, 06067, 06083, 06009, 06111, 06037, 06097, 06031, 06073, 06061, 06075, 06041, 06043, 06035, 06055, 06089, 06053, 06105, 06045, 06027, 06051, 06109, 06095, 06071, 06013, 06003, 06017, 06113, 06115, 06069, 06023, 06065, 06029, 06011, 06015, 06049, 06019, 06039, 06085, 06103, 06077, 06001, 06057, 06007, 06047, 06107, 06099, 06059, 06025, 06101, 06005, 06033, 06063, 06081, 06093, 06087, 06021, 06079",403483182192,6.87818320506527,6.92825474165851,0.833865120669248,0.934089462945004,0.275778180683196,0.391117393760385,0.0420245812942396,0.042311599246627,1.19353011091112,1.29585722238258,0.416760226980969,0.430256180688384,2.390569719457,2.10896761884728,-0.0500715365932463,-0.100224342275756,-0.000287017952387419,-0.102327111471461,-0.0134959537074146,0.281602100609723,0,6175.77365978073,25,0,479503.194146858,37774.7581297248,29687.5047606915,5325.54432083951,1313.35207041104,NA,1448.35697778278,34490.5073071604,2370603.43958521,1770789.92976538,141210.174770824,133980.234205409,324623.100843592,25,0
"647","Solidago plumosa","Precluded",2013,"Yadkin River Goldenrod","Flowering Plants","4","US","P",1,0,0,1,0,0,2,"none","0","37123, 37167",2296416963,12.8266560263607,12.6505576661781,0.852837253906044,0.951046652787187,0.00892761035126235,0.396874951131421,0.254155215473718,0.254155215473718,2.54938542244822,2.28435952036783,0,0,4.64815234625492,4.25092314620212,0.176098360182664,-0.0982093988811432,0,0.265025902080386,0,0.397229200052795,0,3849.81083825237,2,0,19625.4384376989,2119.22473793145,1568.97637832551,122.514021974676,19.9570352537933,NA,407.777302377469,28409.0866574861,79458.11953546,55554.2412838008,2589.97968627007,392.488359991269,20921.4102053979,2,0
"648","Sonorella macrophallus","Precluded",2001,"Wet Canyon talussnail","Snails","2","US","I",1,0,0,0,0,0,1,"Habitat modification","0","04027, 04021, 04017, 04011, 04013, 04019, 04003, 04005, 04007, 04009, 04015, 04025, 04012, 04023, 04001",294198661567,4.96721873795012,4.36645279612265,0.34712703491856,0.290054669082652,0.120722412049691,0.0398898975583103,0.027556162164537,0.0284791851818422,0.492965442328184,0.403393099323273,1.47810845513646,1.49705283522461,1.30016562569803,0.907009501316199,0.600765941827472,0.0570723658359079,-0.000923023017305173,0.089572343004911,-0.0189443800881557,0.39315612438183,0,1818.67261952304,13,0,279241.003982675,25918.5709511484,22729.5812519854,886.9953227788,952.102214403131,NA,1349.89216198108,28874.7543864293,1399860.78865903,1250225.19119675,19365.4239236323,76693.2969773581,53576.8765612934,13,0
"660","Stygobromus kenki","Precluded",2017,"Kenk's amphipod","Crustaceans","5","US","I",1,0,1,0,1,1,4,"Habitat modification","0","51033, 24031, 11001",2801766717,20.3999753460188,20.106703297063,4.33626557883159,4.3847287058091,0.0171109991986846,0,1.91085201500827e-06,1.91085201500827e-06,5.31501141523428,5.28912359097688,0,0,5.99908870438966,5.70035235686556,0.293272048955785,-0.0484631269775164,0,0.0258878242573992,0,0.298736347524097,1,7047.37832003847,2,0,349241.043666071,22015.6308149698,21098.0040163893,164.844437442862,460.099664365454,NA,292.682696772145,50309.2135105244,1496784.09241088,1482584.21833249,1387.22754234503,9105.55215655201,3707.0943794897,2,0
"664","Sylvilagus transitionalis","Precluded",2015,"New England cottontail","Mammals","5","US","V",1,0,0,1,0,1,3,"Habitat modification, demographic stochasticity","1","36119, 23005, 36079, 36021, 36027, 23031, 23017",15525687567,16.1350814914521,14.922366857631,2.53864788343761,2.18102095404905,0.000440882375171392,0.000434356761078824,0.273716896284149,0.273716896284149,4.0155425795823,3.31284972467781,0,0,4.59769603113578,4.44530771434434,1.21271463382108,0.357626929388561,0,0.702692854904491,0,0.152388316791444,0,6446.35362530254,4,0,125366.148856665,9956.20949313993,8787.75971494313,597.256713704743,92.388804869926,NA,478.804259622134,39551.7678056217,487363.257037616,463183.894769154,11715.7658643492,2751.7060442587,9711.89035985372,4,0
"665","Symphyotrichum georgianum","Precluded",2014,"Georgia aster","Flowering Plants","4","US","P",1,0,1,1,0,0,3,"Habitat modification, pollution","1","45091, 01009, 13233, 13215, 13223, 13213, 13227, 13195, 13241, 13313, 13189, 13243, 45037, 13245, 45039, 13311, 13045, 13247, 01027, 01125, 45047, 13153, 13149, 45057, 45059, 37179, 13145, 13257, 13015, 45007, 45065, 13143, 13295, 13139, 45073, 13011, 13137, 45077, 13055, 13135, 45081, 13057, 45025, 45087, 45055, 13059, 01117, 37151, 37123, 13063, 13129, 13067, 37159, 45001, 45079, 01121, 13077, 13121, 12073, 37057, 13117, 01055, 13115, 45021, 01115, 13085, 37109, 45003, 37071, 37119, 37167, 13089, 13105, 01007, 45023, 13097",91040688014,15.9391012178156,15.9406138771201,2.4354707590429,2.39430888092398,0.0102660530708294,0.653069127472308,0.132673221436747,0.132673221436747,3.7293545821184,3.58085731140636,0.000531562184301974,0.000531562184301974,5.07832882681433,4.62669756094638,-0.00151265930453981,0.0411618781189209,0,0.148497270712043,0,0.451631265867948,0,4311.38525721664,72,0,86989.2838968257,6807.65934255712,5970.45683454734,121.90173757691,210.883374445826,NA,504.417395987047,30808.3117602999,303914.401520836,276302.413547279,3167.27829457122,14339.9666392269,10104.7430397593,72,0
"666","Synthliboramphus hypoleucus","Precluded",2016,"Xantus'sMurrelet","Birds","8","US/Foreign","V",1,0,0,1,0,1,3,"Habitat modification","0","06083, 06037, 06111",22367891814,13.4168318976929,13.5437074615605,2.74766432415071,2.95435044700525,0.137446635965055,0.0460190398495566,0.155660879863488,0.155660879863488,3.29117173032329,3.56798872566,0.208162340245578,0.206635979343836,4.4088904303058,4.14521683524081,-0.126875563867619,-0.206686122854537,0,-0.276816995336707,0.00152636090174119,0.263673595064995,0,13695.4889713962,0,0,2852796.93730957,137051.768526017,124582.325979835,5349.47928445989,5665.43676569782,NA,1454.52649602412,44430.6145004136,8526166.42776571,7287919.31400415,152130.067546949,720736.421529885,365380.624684727,0,0
"667","Synthyris ranunculina","Precluded",1996,"[Unnamed] kittentails","Flowering Plants","8","US","P",1,0,0,0,0,0,1,NA,NA,"32001, 32013, 32003, 32021, 32023, 32005, 32033, 32510, 32011, 32007, 32019, 32015, 32031, 32029, 32017, 32027, 32009",284329327067,3.99296154572333,3.68851867477484,0.138053597692966,0.132406967148452,0.164400144146103,0.0070651335959539,0.00473567497463031,0.00473567497463031,0.214060330505213,0.203767348204091,2.06788213182124,2.11817728557884,0.455628897047369,0.274165493911714,0.304442870948491,0.00564663054451445,0,0.0102929823011222,-0.0502951537575975,0.181463403135655,0,1094.99464383511,18,0,111169.071800853,11875.9114446104,10439.2727940313,53.9372758497093,1187.40117439597,NA,195.300200333453,33122.2172566848,769468.032045958,683723.354349026,397.82959943632,77935.797902342,7411.05019515409,18,0
"691","Urocitellus endemicus","Precluded",2015,"Southern Idaho ground Squirrel","Mammals","1","US","V",1,0,0,1,0,0,2,"Habitat modification","0","16045, 16003, 16087, 16075",9796168928,5.10290947427024,5.20840524186677,0.0989249351394813,0.166616772142247,0.326569681550618,0.609519714548186,0.207274400953235,0.207274400953235,0.229111895366216,0.350376151773694,1.3780040985549,1.39142566988706,1.43856238789439,1.05873045926939,-0.105495767596527,-0.0676918370027653,0,-0.121264256407478,-0.0134215713321608,0.379831928625003,0,1496.8971210875,6,0,4781.92769278529,955.947285636477,422.87012870885,51.5242030824236,3.96340023710951,NA,477.589553608094,28144.3648112622,17322.5522328818,11764.1412731815,1592.92658620556,-58.7303853317136,4024.21475882648,6,0
"692","Urocitellus washingtoni","Precluded",2016,"Washington ground squirrel","Mammals","1","US","V",1,0,0,0,0,0,1,"Habitat modification","1","53013, 53065, 53025, 53063, 53071, 53075, 53021, 53077, 53037, 53019, 41059, 53017, 41021, 53007, 41049, 53047, 53043, 53001, 53005",113048009828,5.61445363781466,6.30509968266174,0.282667372100338,0.368201698986533,0.342179703685094,1.21736740668161,0.147633709011746,0.147633709011746,0.555494281159778,0.658486525556327,0.572845303009217,0.520935499959,1.67211439725547,1.35095596900782,-0.690646044847082,-0.0855343268861947,0,-0.102992244396549,0.0519098030502172,0.32115842824765,0,1892.21771333575,20,0,44826.3841210172,5040.81757479002,2640.44194410523,1113.73819688037,58.1483084109531,NA,1228.48912539347,29624.3775705574,291439.043685099,123659.973558993,31884.9769634529,1899.79041532617,133994.302747327,20,0
"694","Ursus americanus floridanus","Precluded",1998,"Florida black bear","Mammals","4","US","V",1,1,0,0,0,1,3,"Habitat modification and demographic stochasticity (through assummed management actions for specific populations in order to keep them viable)","1","12023, 13185, 12041, 12133, 12091, 13065, 12065, 12019, 13027, 12079, 13049, 13001, 12075, 12033, 12067, 12069, 12035, 12073, 13069, 13003, 12031, 12017, 13101, 13005, 12047, 13173, 12131, 12045, 12107, 12129, 12053, 12005, 12057, 12077, 13305, 12003, 12109, 12029, 12037, 12001, 12103, 13275, 13299, 12123, 12013, 13229, 12095, 12009, 12125, 12007, 12101, 13131, 12117, 12127, 13025, 12059, 12119, 12083, 12039, 12081, 12089, 12113, 12121",106352705764,12.1235472863346,11.8614181585324,1.79447361395434,1.69401528660232,0.0757622921191724,0.619619633810371,0.168119257085028,0.168119257085028,2.49381413343038,2.28174646480701,0.0739776297997852,0.0674347131374136,4.15077508885392,3.6638575307549,0.262129127802158,0.100458327352016,0,0.212067668623373,0.00654291666237156,0.486917558099017,0,5603.25261872107,32,0,111179.89386775,9581.94520748535,8353.0000582897,479.917303294384,134.365856162591,NA,614.661989738674,29747.1522029707,421774.663618972,387528.742285062,10892.9025197403,2769.50194186948,20583.5168723004,32,0
"706","Vulpes velox","Precluded",2001,"Swift fox","Mammals","6, 8","US","V",1,1,0,1,0,0,3,NA,".5 (unsure)","06019, 08043, 08071, 08073, 08125, 08075, 08123, 08041, 08039, 08013, 08121, 08035, 06079, 08031, 08087, 08115, 08027, 08063, 08089, 08025, 08095, 06107, 08099, 08101, 08061, 08001, 06031, 08005, 08009, 08011, 08055, 08017, 08059, 06029, 08069",194024251822,6.55913238293622,6.19906483361888,0.595599907788805,0.612519674035,0.518873542634001,0.458509204456722,0.0026076085639733,0.0026076085639733,0.939300248536061,0.94368717364776,0.908370783426315,0.934977435840056,1.78385594962632,1.43623939456378,0.360067549317333,-0.0169197662461955,0,-0.00438692511169914,-0.0266066524137405,0.34761655506254,0,2726.03303230306,21,0,139683.524046204,20458.8187665704,9725.10864473756,7419.36888777553,1699.22402148698,NA,1615.11721257033,32382.0443143906,1257198.40634079,540842.500871588,186815.085691493,170598.556381292,358942.263396413,21,0
"710","Zaitzevia thermae","Precluded",2007,"Warm Springs Zaitzevian riffle beetle","Insects","6","US","I",1,0,1,0,0,0,2,"Habitat modification, pollution","1","30065, 30015, 30059, 30087, 30097, 30049, 30073, 30033, 30011, 30031, 30051, 30093, 30013, 30029, 30027, 30007, 30003, 30089, 30053, 30039, 30017, 30083, 30109, 30037, 30009, 30101, 30005, 30045, 30077, 30067, 30085, 30025, 30055, 30095, 30099, 30021, 30075, 30035, 30047, 30041, 30103, 30061, 30111, 30043, 30023, 30107, 30081, 30105, 30069, 30071, 30063, 30091, 30019, 30079, 30057, 30001",376960880222,3.5033834494593,3.62273159681967,0.0832842336839276,0.103819147554604,0.0970314246002263,0.340734370197572,0.0704332127597147,0.0702852997607305,0.179781277966148,0.196278852139566,1.42673511018859,1.37593812523602,0.533526184840716,0.42308379727378,-0.119348147360367,-0.0205349138706763,0.000147912998984215,-0.0164975741734184,0.0507969849525716,0.110442387566937,0,1105.93053977119,66,0,12776.3372322412,1840.33438330313,1105.15750962497,114.708105429698,143.754919417066,NA,476.7138488314,30232.5954829755,65976.5299705728,44550.2122244757,2583.67290216109,9716.19097843242,9126.45386550361,66,0
