Scientific name,Common name,agreement number ,partner in agreement,Note if plan is management area (and relevance to the species if information is present),Programatic (Y/N),type of partners,doc link,notes on actions taken (from notes tab),Don't know how to categorize action - dump text here,1. Land/Water Management,2. Species Management,3. Awareness raising,4. law enforcement and prosecution,"5. livelihood, economic and moral incentrives",6. Conservation Design and Planning,7. Legal and Policy frameworks,8. Research and monitoring,9. Education and Training,10. Institutional Development,funding ,
Fallicambarus gordoni,CAMP SHELBY BURROWING CRAYFISH,doc 1 CCA,"USFS, Mississippi National Guard, FWS, and Mississippi Museum of Natural Sciences",,N,M,https://www.fws.gov/mississippies/_pdf/5_CSBC_final_CCA_with_signatures.pdf, ,,,,"Awareness can promote higher levels of environmental stewardship and protection for the CSBC and its habitat. Activities within the areas occupied by the species include silviculture, troop training, hunting, and sport riding. ",NA,NA,NA,"NATIONAL ENVIRONMENTAL POLICY ACT (NEPA) COMPLIANCE Signing of this Agreement is covered under the authorities outlined in Section VI, above. We anticipate that any survey, collection, or research activities for implementation and maintenance of this Agreement will not entail significant Federal actions under the NEPA and will be given a categorical exclusion designation. All other actions will be evaluated prior to implementation and will comply with NEPA regulations.",NA,"Within one year of the execution of this Agreement by the signatory parties, educational materials describing pitcher plant wetlands, and the unique presence of CSBC and other sensitive species will be developed and distributed to targeted audiences, including the National Guard, loggers, and ATV users. ",NA,"Each party to this Agreement commits to seek funding for implementation of the conservation measures set forth in this Agreement. Funding for conservation actions will be provided by a variety of sources, including but not limited to:",
Fallicambarus gordoni,CAMP SHELBY BURROWING CRAYFISH,doc 1 CCA,"USFS, Mississippi National Guard, FWS, and Mississippi Museum of Natural Sciences",,N,M,https://www.fws.gov/mississippies/_pdf/5_CSBC_final_CCA_with_signatures.pdf, ,,0,0,"Within one year of the execution of this Agreement by the signatory parties, educational materials describing pitcher plant wetlands, and the unique presence of CSBC and other sensitive species will be developed and distributed to targeted audiences, including the National Guard, loggers, and ATV users",0,0,0,0,0,0,0,"Each party to this Agreement commits to seek funding for implementation of the conservation measures set forth in this Agreement. Funding for conservation actions will be provided by a variety of sources, including but not limited to:",
Castilleja christii,CHRISTÕS PAINTBRUSH,doc 1 CCA,USFWS,,N,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_358.pdf, ,,,,,,,,,,,,,
Castilleja christii,CHRISTÕS PAINTBRUSH,doc 1 CCA,USFS,,N,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_358.pdf, ,"Timber management: slash pine removal will be by chainsaw when the soil is dry. Where possible, cut pines will be scattered at the site. If mechanical removal of trees is required, it will be monitored by a representative of MSNG or USFS to ensure minimal soil disturbance and compaction.","Fire management: wetlands will be burned every 2 to 3 years during the growing season, beginning in 2004, weather permitting. ",,,,,,,,,USFS will coordinate the conservation activities and monitor the conservation actions being conducted by the signatories to this Agreement ,,
Nerodia erythrogaster neglecta,COPPERBELLY WATER SNAKE,doc 1 website,"Illinois Department of Natural Resources, Indiana Department of Natural Resources, Kentucky Department of Fish and Wildlife Resources, Kentucky Natural Resources and Environmental Cabinet, USFWS, DOI Office of Surface MIning reclamation and Enforcement, Indiana Department of Natural Resources","Note - parties actions were categorized as public agencies, coal/ag interests in Kentucky and Illinois as well as Indiana coal counsil (3 groupings) ",N,G,https://www.fws.gov/Midwest/endangered/reptiles/cws/copprCAfcts.html#ag,Make note that putting partner names under agency grops,"Avoid converting or degrading bottomlands or wetlands identified as known or potential copperbelly habitat, unless mitigation is carried out.",Restore and enhance known or potential copperbelly habitat on lands they own or manage.,Strictly control scientific collection of copperbelly water snakes. ,NA,NA,NA,Put a high priority on copperbelly habitat when acquiring land or establishing leases and easements.,"Treat the copperbelly water snake as a protected species in considering applications for activities that may affect the snake, such as mining and reclamation. // Provide law enforcement officers with training in protection of the copperbelly water snake and make enforcement of applicable regulations a high priority. // In Kentucky and Illinois, develop laws or regulations to protect the copperbelly water snake. The State of Indiana already protects the copperbelly as a state endangered species.",NA,Provide law enforcement officers with training in protection of the copperbelly water snake and make enforcement of applicable regulations a high priority.,NA,NA,
Nerodia erythrogaster neglecta,COPPERBELLY WATER SNAKE,doc 1 website,"Illinois Department of Natural Resources, Indiana Department of Natural Resources, Kentucky Department of Fish and Wildlife Resources, Kentucky Natural Resources and Environmental Cabinet, USFWS, DOI Office of Surface MIning reclamation and Enforcement, Indiana Department of Natural Resources","Note - parties actions were categorized as public agencies, coal/ag interests in Kentucky and Illinois as well as Indiana coal counsil (3 groupings) ",N,G,https://www.fws.gov/Midwest/endangered/reptiles/cws/copprCAfcts.html#ag,Make note that putting partner names under agency grops,?What is in legal isnt research and monitoring??,"Avoid converting or degrading bottomlands or wetlands identified as known or potential copperbelly habitat, unless mitigation is carried out. / Restore and enhance known or potential copperbelly habitat on lands they own or manage.",0,0,"In Kentucky and Illinois, develop laws or regulations to protect the copperbelly water snake. The State of Indiana already protects the copperbelly as a state endangered species.",0,Put a high priority on copperbelly habitat when acquiring land or establishing leases and easements.,Strictly control scientific collection of copperbelly water snakes. / make enforcement of applicable regulations a high priority,0,Provide law enforcement officers with training in protection of the copperbelly water snake and make enforcement of applicable regulations a high priority.,0,0,
Nerodia erythrogaster neglecta,COPPERBELLY WATER SNAKE,doc 1 website,"Kentucky Coal Association, Kentucky Coal Country Association, Kentucky Farm Bureau, Western Kentucky Coal Association,",,N,G,https://www.fws.gov/Midwest/endangered/reptiles/cws/copprCAfcts.html#ag, ,,"Within 12 identified key habitat areas in Kentucky, minimize mining operations so that not more than 4 percent of the total acreage of these areas is mined, and not more than 10 percent of most individual habitat areas is affected by mining. These identified key habitat areas total about 112,400 acres.",NA,NA,NA,NA,NA,Encourage Kentucky Farm Bureau members to follow existing regulations for agricultural operations. Agricultural practices conducted under existing State and Federal statutes do not pose a threat to the copperbelly. ,NA,NA,NA,NA,
Nerodia erythrogaster neglecta,COPPERBELLY WATER SNAKE,doc 1 website,"Kentucky Coal Association, Kentucky Coal Country Association, Kentucky Farm Bureau, Western Kentucky Coal Association,",,N,G,https://www.fws.gov/Midwest/endangered/reptiles/cws/copprCAfcts.html#ag, ,,"Within 12 identified key habitat areas in Kentucky, minimize mining operations so that not more than 4 percent of the total acreage of these areas is mined, and not more than 10 percent of most individual habitat areas is affected by mining. These identified key habitat areas total about 112,400 acres",0,Encourage Kentucky Farm Bureau members to follow existing regulations for agricultural operations. Agricultural practices conducted under existing State and Federal statutes do not pose a threat to the copperbelly.,0,0,"In copperbelly habitat outside identified key areas in Kentucky, and in copperbelly habitat in Illinois, modify mining to minimize impact on larger tracts of habitat, maintain travel corridors for the snake, and use reclamation techniques on mined areas that enhance copperbelly habitat. Efforts will be made to provide habitat diversity, including creation or restoration of seasonal and permanent wetlands and buffer areas.",0,0,0,0,0,
Nerodia erythrogaster neglecta,COPPERBELLY WATER SNAKE,doc 1 website,Indiana Coal Council,,N,G,https://www.fws.gov/Midwest/endangered/reptiles/cws/copprCAfcts.html#ag, ,,"Avoid all mining in six key ""core"" copperbelly habitat areas totaling about 10,400 acres // and use reclamation techniques on mined areas that enhance copperbelly habitat. Efforts will be made to provide habitat diversity, including creation or restoration of seasonal and permanent wetlands and buffer areas.",maintain travel corridors for the snake ,NA,NA,NA,NA,,,,,,
Nerodia erythrogaster neglecta,COPPERBELLY WATER SNAKE,doc 1 website,Indiana Coal Council,,N,G,https://www.fws.gov/Midwest/endangered/reptiles/cws/copprCAfcts.html#ag, ,,0,0,0,0,0,"Avoid all mining in six key ""core"" copperbelly habitat areas totaling about 10,400 acres. In habitat outside core areas, modify mining to minimize impact on larger tracts of habitat, maintain travel corridors for the snake, and use reclamation techniques on mined areas that enhance copperbelly habitat. Efforts will be made to provide habitat diversity, including creation or restoration of seasonal and permanent wetlands and buffer areas.",0,0,0,0,0,
Cicindela albissima,CORAL PINK SAND DUNES TIGER BEETLE,doc 1 conservation agreement and strategy ,"CPSD State Park, BLM",,??,M,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_772.pdf, ,enforced??,,,,,,,,,,,,
Cicindela albissima,CORAL PINK SAND DUNES TIGER BEETLE,doc 1 conservation agreement and strategy ,B. Kinsely ,,??,P,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_772.pdf, ,,,,,,,,,,,,,
Cicindela albissima,CORAL PINK SAND DUNES TIGER BEETLE,doc 1 conservation agreement and strategy ,"CPSD State Park, BLM, USFWS",,,M,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_772.pdf,line 39 (2 up) is the same list of partners but in a different order,,Current conservation areas maintenance and enforcement,,,,,,,,Education,,,
Cicindela albissima,CORAL PINK SAND DUNES TIGER BEETLE,doc 1 conservation agreement and strategy ,"CPSD State Park, BLM, USFWS",,,M,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_772.pdf, ,,0,0,0,0,0,0,0,0,Education ,0,Yes,
Cicindela albissima,CORAL PINK SAND DUNES TIGER BEETLE,doc 1 conservation agreement and strategy ,"USFWS, BLM",,,M,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_772.pdf, ,,,,,,,,,,,,,
Cicindela albissima,CORAL PINK SAND DUNES TIGER BEETLE,doc 1 conservation agreement and strategy ,USFWS,,,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_772.pdf, ,,,,,,,,,,,,,
Cicindela albissima,CORAL PINK SAND DUNES TIGER BEETLE,doc 1 conservation agreement and strategy ,BLM,,,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_772.pdf, ,,,,,,,,,,,,,
Cicindela albissima,CORAL PINK SAND DUNES TIGER BEETLE,doc 1 conservation agreement and strategy ,CPSD state park ,,,C,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_772.pdf, ,,,,,,,,,,,,,
Cicindela albissima,CORAL PINK SAND DUNES TIGER BEETLE,doc 1 conservation agreement and strategy ,Kane County Commission,,,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_772.pdf, ,,,,,,,,,,,,,
Cicindela albissima,CORAL PINK SAND DUNES TIGER BEETLE,doc 1 conservation agreement and strategy ,Utah Department of Parks and Recreation ,, ,S,https://ecos.fws.gov/docs/plan_documents/tcca/tcca_772.pdf, ,,,,,,,,,,,,,
Cymopterus deserticola,DESERT CYMOPTERUS,doc 1 Appendix B Chapter,Kern County ,Only took partners with relevant activities to this species,,G,https://www.blm.gov/ca/pdfs/cdd_pdfs/wemo_pdfs/plan/wemo/Vol-2-Complete-Bookmarks.pdf,*** This is an environmental assessment (EA) based on what I've seen the document type is not condusive to outline partners and actions. Would recommend scraping for actions,,,,,,,,,,,,,
Cymopterus deserticola,DESERT CYMOPTERUS,doc 1 Appendix B Chapter,San Bernardino County,,,G,https://www.blm.gov/ca/pdfs/cdd_pdfs/wemo_pdfs/plan/wemo/Vol-2-Complete-Bookmarks.pdf, ,,,,,,,,,,,,,
Cymopterus deserticola,DESERT CYMOPTERUS,doc 1 Appendix B Chapter,BLM,,,G,https://www.blm.gov/ca/pdfs/cdd_pdfs/wemo_pdfs/plan/wemo/Vol-2-Complete-Bookmarks.pdf, ,,,,,,,,,,,,,
Cymopterus deserticola,DESERT CYMOPTERUS,doc 1 Appendix B Chapter,California City ,,,G,https://www.blm.gov/ca/pdfs/cdd_pdfs/wemo_pdfs/plan/wemo/Vol-2-Complete-Bookmarks.pdf, ,,,,,,,,,,,,,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 a CCA,Participating cooperators,,yes?,????,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf,doc 1 structured so have conservation for species and the partner respnsibiltites are entwined with the praire chicken ,,"Allow no surface occupancy within 200 meters of areas designated as occupied or suitable, unoccupied dune complexes or within delineated shinnery oak corridors. These complexes will be determined by FWS, BLM, and NMDGF biologists or their designee within the known geographic range of the SDL. These areas will be determined at a landscape scale rather than a dune-by-dune scale and will also delineate corridors for movement between occupied and suitable dune complexes. ",NA,,,,Remove caliche pads and roads on legacy wells where there is no responsible party ,NA,,,Establish Plans of Development for enrolled properties. ,Funding table provided in appendix C - always some amount,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 a CCA,Participating cooperators,,yes?,????,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf,doc 1 structured so have conservation for species and the partner respnsibiltites are entwined with the praire chicken ,,"Allow no surface occupancy within 200 meters of areas designated as occupied or suitable, unoccupied dune complexes or within delineated shinnery oak corridors. These complexes will be determined by FWS, BLM, and NMDGF biologists or their designee within the known geographic range of the SDL. These areas will be determined at a landscape scale rather than a dune-by-dune scale and will also delineate corridors for movement between occupied and suitable dune complexes. / Completing any in-kind conservation measures outlined in their CP or contribute funding towards conservation measures (based on Appendix C)", ,,,,"Remove caliche pads and roads on legacy wells where there is no responsible party. / Route and construct new roads, buried pipelines, and power lines outside of occupied and
suitable shinnery dune complexes as delineated by FWS and BLM. / Establish Plans of Development for enrolled properties /", ,,,"Submit a predetermined schedule for pipeline and facility maintenance to ensure proper functioning equipment in sensitive habitats to avoid potential accidental pollution events./ Allowing CEHMM, BLM, NMDGF, or FWS personnel to survey and monitor enrolled
properties for LPC and SDL populations, suitability of habitat, and effectiveness of
conservation measures. ",Funding table provided in appendix C - always some amount,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 a CCA,Center of Excellence for Hazardous Materials Management (CEHMM),, ,S,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf, ,,,,Conducting outreach and public education efforts to promote the conservation of both species; ,NA,NA,,"Securing permission to complete projects on private and State lands, where appropriate; // Holding the CP for each enrolled property, with copies to all Parties (i.e., Participating Cooperator, FWS, and BLM).","Monitoring projects (using existing FWS, BLM, and NMDGF monitoring protocols) in order to determine success and adaptations needed; ",provide technical assistance if they plan to implement (rather than contributing funds towards) conservation measures // Conducting outreach and public education efforts to promote the conservation of both species;,"Determining the conservation commitment and enrolling Participating Cooperators in accordance with this CCA via CPs;  //Conducting compliance reviews of projects being implemented by Participating Cooperators // Annually leading a meeting with the FWS, BLM, NMDGF, and interested Participating Cooperators to review progress from the previous year, seek potential solutions for factors that are hampering conservation of LPCs/SDLs, and discuss actions that would benefit the LPC/SDL to be initiated in the upcoming year; // Tracking expenditure of funds and preparing an annual report on implementation of this CCA/CCAA; // ","Auditing, at CEHMM’s expense, by an independent party annually to account for expenditures and accomplishments; and ",
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 a CCA,Center of Excellence for Hazardous Materials Management (CEHMM),, ,S,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf, ,,,,NA,,Meeting with Participating Cooperators to provide technical assistance if they plan to implement (rather than contributing funds towards) conservation measures;, ,"Holding the CP for each enrolled property, with copies to all Parties (i.e., Participating Cooperator, FWS, and BLM).","Monitoring projects (using existing FWS, BLM, and NMDGF monitoring protocols) in order to determine success and adaptations needed",Conducting outreach and public education efforts to promote the conservation of both species,"Conducting compliance reviews of projects being implemented by Participating Cooperators / Annually leading a meeting with the FWS, BLM, NMDGF, and interested Participating Cooperators to review progress from the previous year, seek potential solutions for factors that are hampering conservation of LPCs/SDLs, and discuss actions that would benefit the LPC/SDL to be initiated in the upcoming year/ Determining the conservation commitment and enrolling Participating Cooperators in accordance with this CCA via CPs","Auditing, at CEHMM’s expense, by an independent party annually to account for expenditures and accomplishments; and",
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 a CCA,USFWS,,,S,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf, ,,,,,,,,,,,,,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 a CCA,USFWS,,,S,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf, ,,,,,,,,,,,,"If available, provide funding through PFW and assist in securing funding from other sources, as applicable, to improve DSL Habitat on private lands within the Permit Area. ",
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 a CCA,"USFWS, BLM ",,,M,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf, ,,,,,,,Designing and prioritizing the conservation projects (or types of projects) to be completed; ,Holding CEHMM harmless from any claim or liability arising from this CCA; and // Reviewing and approving CPs as submitted by CEHMM;,Evaluating monitoring data to determine if conservation measures are providing the desired conservation benefit to the LPC and SDL; ,NA,Fostering a conservation commitment with NMDGF for the conservation of these species; ,NA,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 a CCA,"USFWS, BLM ",,,M,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf, ,,,,,,,Designing and prioritizing the conservation projects (or types of projects) to be completed,NA,Evaluating monitoring data to determine if conservation measures are providing the desired conservation benefit to the LPC and SDL,NA,Fostering a conservation commitment with NMDGF for the conservation of these species; / Reviewing and approving CPs as submitted by CEHMM,NA,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 a CCA,BLM,,,S,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf, ,,,,,,,,Completing environmental assessments and clearances for mitigation measures implemented on public land and,"This database would include, but is not limited to, financial contributions, completed in-kind services, and the implementation of on- the-ground projects. CCAA information on private lands will not be available for release without written consent from private landowners ",NA,"All information gathered in the database will be distributed to CEHMM as necessary for inclusion in annual reporting processes. Information provided to CEHMM will be delineated into acres/projects completed, acres/projects in progress, and acres/projects planned for habitat enhancement. ",,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 a CCA,BLM,,,S,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf, ,,,,,,,,Completing environmental assessments and clearances for mitigation measures implemented on public land and,"Developing and maintaining a Geodatabase (database) that will track CCA and CCAA certificates. This database will allow the FWS, BLM, CEHMM, and other participating agencies to view and track information on a Geographic Information Systems (GIS).", ,NA,,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 a CCA,New Mexico Department of Fish and Game,, ,X,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf,"Purpose of this CCA - support ongoing efforts, especially those of New Mexico Department of Game and Fish
(NMDGF) to establish/re-establish and maintain viable populations of both species in
occupied and suitable, but unoccupied habitats", ,,,,,,,,,,,,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 a CCA,New Mexico Department of Fish and Game,, ,X,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf,"Purpose of this CCA - support ongoing efforts, especially those of New Mexico Department of Game and Fish
(NMDGF) to establish/re-establish and maintain viable populations of both species in
occupied and suitable, but unoccupied habitats", ,,,,,,,,, ,,,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 a CCA,"USFWS, BLM, New Mexico Department of Fish and Game",,,M,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf, ,,,,,,,,,,,,,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 a CCA,"USFWS, BLM, New Mexico Department of Fish and Game",,,M,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf, ,,,,,,,"The FWS, BLM, and NMDGF will work cooperatively to determine which conservation measures are the highest priorities", ,"CEHMM, BLM, NMDGF, or FWS personnel to survey and monitor enrolled properties for LPC and SDL populations, suitability of habitat, and effectiveness of conservation measures", ,"Note - pulled from under CEHMM actions but pertains to these three organizations: ""Annually leading a meeting with the FWS, BLM, NMDGF, and interested Participating
Cooperators to review progress from the previous year, seek potential solutions for factors
that are hampering conservation of LPCs/SDLs, and discuss actions that would benefit the
LPC/SDL to be initiated in the upcoming year""",,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 b CCAA,Center of Excellence for Hazardous Materials Management (CEHMM),,Y,S,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf, ,,,"Release captive-reared or translocated LPCs, in cooperation with NMDGF, FWS, if necessary for the conservation of viable populations. ",,,,,,,,,,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 b CCAA,Center of Excellence for Hazardous Materials Management (CEHMM),,Y,S,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf, ,,,,,,,,CEHMM will implement and administer the CCAA, ,,Enroll Participating Landowners in accordance with this CCAA via CIs.,find funding for projects that improve and maintain LPC and/or SDL habitat., 
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 b CCAA,USFWS,,Y,S,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf, ,,,,,,,,,,,,,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 b CCAA,All parties,,Y,M,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf, ,,,,,,,,,,,,,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 b CCAA,Participating landowners,,Y,?,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf,,Adhere to stipulations on surface activities required by the BLM RMPA (May 2008) on oil and gas lease developments on enrolled lands at a minimum. d) Adhere to rangeland and grazing stipulations required by the BLM RMPA (May 2008) at a minimum for ranch operations.,,,,,,,,,,,,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 b CCAA,"Vauge/Unspecified cooperators: NRCS, New Mexico Department of Fish and Game",,Y,????,https://www.fws.gov/southwest/es/Documents/R2ES/LPC_SDL_NM_CCA_CCAA_2008_final_signed.pdf,"Many agencies, institutions, and individuals are interested in participating in this effort. Many of these potential cooperators have expertise in these species, such as NMDGF, or in applying conservation practices, such as NRCS. Their participation, along with the participants in the Collaborative Conservation Strategies for the Lesser Prairie-Chicken and Sand Dune Lizard in New Mexico (LPC/SDL Working Group 2005) would be a benefit for developing conservation priorities and commitments on enrolled properties and evaluating the success of such practices. Therefore, their participation will go far towards ensuring the success of this CCAA.", ,,,,,,,,,,,,
Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,doc 1 b CCAA,"NRCS, FWS",,,M?,,,,,,,,,,,,,,,
Oncorhynchus mykiss aquilarum,EAGLE LAKE TROUT ,doc 1A Lassen County ,California Department of Fish and Wildlife,,,S,https://www.fws.gov/sacramento/es/Habitat-Conservation-Plans/Documents/Conservation_Agreement_Eagle_Lake_Rainbow_Trout.pdf,"Set up as goals and actions. All parties seem to be responsible for the goals, but the objectives are organization specific and some goals only have objectives being done by one oganization", ,,,,,,,,,,,,
Oncorhynchus mykiss aquilarum,EAGLE LAKE TROUT ,doc 1A Lassen County ,USFS,,,S,https://www.fws.gov/sacramento/es/Habitat-Conservation-Plans/Documents/Conservation_Agreement_Eagle_Lake_Rainbow_Trout.pdf, ,*** two different document types in one pdf? Need to export and make search-able to see if other orgs listed have actions and if they should be included,,,,,,,,,,,,
Oncorhynchus mykiss aquilarum,EAGLE LAKE TROUT ,doc 1A Lassen County ,USFWS,,,S,https://www.fws.gov/sacramento/es/Habitat-Conservation-Plans/Documents/Conservation_Agreement_Eagle_Lake_Rainbow_Trout.pdf, ,,,,,,,,,,,,,
Oncorhynchus mykiss aquilarum,EAGLE LAKE TROUT ,doc 1A Lassen County ,"California Department of Fish and Wildlife, USFS",,,M,https://www.fws.gov/sacramento/es/Habitat-Conservation-Plans/Documents/Conservation_Agreement_Eagle_Lake_Rainbow_Trout.pdf, ,Q - animal invasives under 1 or 2??,,,,,,,,,,,,
Oncorhynchus mykiss aquilarum,EAGLE LAKE TROUT ,doc 1A Lassen County ,"California Department of Fish and Wildlife, USFS, USFWS",,,M,https://www.fws.gov/sacramento/es/Habitat-Conservation-Plans/Documents/Conservation_Agreement_Eagle_Lake_Rainbow_Trout.pdf, ,,,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,Anza-Borrego Desert State Park (ABDSP) ,,,?,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,ABDSP law enforcement rangers enforced regulations in the Borrego Badlands,,Designate Borrego Badlands / Delineate and designate FTHL Mas,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,Anza-Borrego Desert State Park (ABDSP) ,,,?,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,NA,,Designate Borrego Badlands Management area,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,Arizona Game and Fish Department,,,S,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf,"See appendix 1, page 83 - seems like there are sub categories of involved parties and management groups… but spelt out explicitly in doc.. Anyway need to categorize and make sure explictly saying why doing so (based on different parts of doc)",,NA,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,Arizona Game and Fish Department,,,S,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf,"See appendix 1, page 83 - seems like there are sub categories of involved parties and management groups… but spelt out explicitly in doc.. Anyway need to categorize and make sure explictly saying why doing so (based on different parts of doc)",,NA,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,BLM,,,S,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,Not sure about this one --> ,"Define and implement actions necessary to minimize loss or degradation of habitat: Designate routes ""open,"" ""closed, or limited."" Give route signing a priority",NA,,,,Delineate and designate FTHL MAs  // Incorporate actions in Western Colorado Desert Route Designation,NA,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,BLM,,,S,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,Not sure about this one --> ,"Designate routes ""open,"" ""closed, or limited."" Give route signing a priority / Limit camping in Mas",NA,,,,Designate Yuha Desert Management area,NA,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,Bureau of Reclamation,,,S,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,Bureau of Reclamation,,,S,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,,,,,,,
Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,doc 1 ,** I think this refers to all: ICC Interagency Coordinating Committee,,,M,https://www.fws.gov/carlsbad/TEspecies/Documents/Flattailed_horned_lizard/PDFs/RMS%20-%20Final%202003.pdf, ,,,,,,,,,,,,,
